Writeup_name,Category,Text,Overview,Analysis,Attack_execution,Topic,Topic Label
Friends,web,"The code is nearly 300 lines... There is a login function, follow and unfollow function, and our target is making admin follow us.
The source code does not contains any snippet of code that stored the credentials of admin user. 
Thought that the code could be hidden, or unprovided, I try to follow admin, but the application response ""user does not exist"". How strange it could be!
So... there is no admin account. Then just create an admin account, then follow other account. However, we can create an admin account, as the username must be at least 6 characters.
At this point, I got stuck. I found no entry point in code that we can input to edit followers data.
After reading the write up from the others, I found that I misunderstood a snippet of code.
Put it on prettier.io to see how this snippet of code actually look like. 
It completely change everything. Beforehand, body.u, body.r and body.n seems to be the return value of map function, turns out to be index of a users' followers array. 
The comma is now become the command operator.
Let's take a small demo to understand comma operator behavior in array index. 
Assume that arr = followers.get(req.username), the following code snippet will help us understand the behavior of comamnd operator.
There are 2 things to notice from the results we get:
We can assign the javascript array at any index. There is no line of code assign value for arr[0], but the js code still run without any error!
In case there is comma operator in array index, only the last index get the assigned value, and other get undefined.
At this point, you might think that: ""Alright, now I can just assign admin to the first index, then I can succesfully get the flag. My payload will be [body.u, body.r, body.n] = [""admin"", """", 1]. 
Unfortunately, this payload will not work because the inserted value is an array, not a string that we want.
The remaining problem is that by somehow, there is an element in followers array is value type of string, not array.
This magic will completely solve the remaining problems. Talking about __proto__ is long, so I will not do it at this write up. 
Let's examine the following snippet of code to understand the behavior of array __proto__.
There are 2 things to notice from the results we get:
Although there is no line of code assign value for arr1[0], the output of arr1 show that arr1[0]=""1"". This happens similar to arr2.
The filled up missing value is the same as the value we assigned to arr1[""__proto__""] or arr2[""__proto__""], sequentially.
Gotcha! At this point, we can finally solve the challenge, as we finally fill up the missing value with a controlled value and type, no matter what data is inserted in later!. Let's check it out!
",0,1,0,2,Topic 2
Friends,web,"To solve this challenge, I use 4 requets.
The first request just to login, and get the session
The second request is fill up the value of __proto__ of the followers array.
The third request is to fill up the followers array at index 1, so that the index 0 of followers array will be automatically filled up by the value the value of __proto__ of that array.
And the final request is to get the flag!",0,0,1,2,Topic 2
08_logon,web,"No matter what credentials we use for the login, it successfully logs us in but doesn't give us the flag. This suggests that a cookie might be used to store a separate variable that might be preventing us from seeing the flag. 
",1,0,0,1,Topic 1
08_logon,web,"Sure enough, we notice an admin cookie set to False. Changing this to True and refreshing the page gives us the flag:
",0,0,1,1,Topic 1
19_Most_Cookies,web,"I analyzed the server.py reference code. The highlighted code below has great importance.
",1,0,0,2,Topic 2
19_Most_Cookies,web,"I found that if you entered a cookie name given in the cookie name list (view line 7 in the server.py code), you will go into the first if statement but completely miss the nested if.
From this, it is clear we need to become admin to swipe that flag!
Let's visit the given site.
Use our old friend inspect > Application > Storage > Cookies
From there, we see a cookie named session.
You can view more information here for the details of each cookie value segment.
Let's go to https://jwt.io/ to decode that cookie value ... we observe that the header is { ""very_auth"": ""blank"" }
Yikes. We want to be ""admin"" instead of ""blank""
Another thing to point out on that site is that there is a ""verify signature"" section. Since flask cookies involve encryption, there is a secret key set to protect against attackers.
The app’s secret key is used to sign a flask session cookie so that it cannot be modified. However, since we know the secret key is one of the 28 cookie names, we can simply try them all until we successfully decrypt the cookie.
",0,1,0,1,Topic 1
19_Most_Cookies,web,"We can write a script that uses the logic from Flask’s SecureCookieSessionInterface to decode and encode cookies.
Running the solve script will try each secret key and then once it successfully fins the key by decoding a know cookie, it will encode the above cookie data.
We can replace the cookie on the website with our admin cookie, refresh the page, and the flag will be shown.
",0,0,1,1,Topic 1
24_Client-side-again,web,"We visit the website and inspect the source code, let's call a Javascript Beautifier in order to make the Javascript code a bit more readable.
",1,0,0,1,Topic 1
24_Client-side-again,web,"We see that _0x4b5b is a function used to obfuscate different values. It is calculated in runtime. Luckily, we can use the browser's Javascript console (""Developer Tools"") in order to evaluate _0x4b5b and read its values.
Let's replace the function calls with hardcoded values to improve readability.
So this is very similar to dont-use-client-side, using substring to authenticate the password.
We have some substrings composing the flag.
Notice that there are some overlaps.
",0,1,0,1,Topic 1
24_Client-side-again,web,"An evil way to turn this into a flag would be by transforming the javascript substrings into Python array-assignment code and executing it.
This gives us the flag at the price of allowing exec to slip into our code.
",0,0,1,1,Topic 1
23_picobrowser,web,"This website has a button you can press that will give you the flag. However, if you press it in your web browser, it will give you an error saying ""You're not picobrowser!"" and list some text after it that depends on your OS and browser (for me, it says Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0, but yours will likely be different).
",1,0,0,1,Topic 1
23_picobrowser,web,"That string of text is known as a User-Agent and it tells the server what browser you're using.
",0,1,0,1,Topic 1
23_picobrowser,web,"To convince them that you're running picobrowser, you can just change your user-agent string. To do this, I chose to use curl because it easily allows you to control the headers.
",0,0,1,2,Topic 2
09_dont-use-client-side,web,"Opening the website greets us with a 'login' page, requiring credentials. 
",1,0,0,1,Topic 1
09_dont-use-client-side,web,"As referenced by the problem name, we assume that the check for the validity of the credentials is checked locally, and hence can be reversed to obtain the correct password. Checking the html source code gives us:
The checkpass variable holds our input, and the each substring method in this case gets us split(set to 4) number of characters starting from the first argument to the method. 
",0,1,0,0,Topic 0
09_dont-use-client-side,web,"We assemble the credentials, and hence the flag, accordingly:
",0,0,1,1,Topic 1
JAuth,web,"We get a test user:
username: test
password: Test123!
If we log in, we get an empty page.
",1,0,0,1,Topic 1
JAuth,web,"Let’s look at the login HTTP request.
Nothing interesting. If we get set “Remember me” on we get the same request. Let’s check our cookies.
This is a JWT token. Let’s decode it.
We have a role part that is set to “user”. If we were to set it to admin, maybe we could log in as admin. I used https://jwt.io to encode it and we get.
",0,1,0,2,Topic 2
JAuth,web,"If we try setting that as our token, we can’t log in. So maybe if we change the alg to “none” we could log in:
This is the header.
This is the payload.
We encoded the following payload.
Nice we get the flag!
",0,0,1,2,Topic 2
Irish-Name-Repo3,web,"There is a secure website running at https://2019shell1.picoctf.com/problem/47247/. 
",1,0,0,1,Topic 1
Irish-Name-Repo3,web,"Try to see if you can login as admin!
Since the password is hinted to be encrypted, we first check the page source for any signs of encryption to the input, however, do not see any. 
This means the encryption must be taking place server side.
We want to leak the encryption method somehow, so we open BurpSuite to monitor the requests made to the site. 
We input some string and submit the request. In BurpSuite, we notice a debug parameter, originally set to 0.
We change this to a 1, and forward the request. Now in addition to the Login failed page, we get some debug info:
The 'encryption' method used is just ROT13! We can thus craft our payloads normally, just running it through a ROT13 converter before sending it through.
",0,1,0,1,Topic 1
Irish-Name-Repo3,web,"We utilise a simple payload that escapes the string and always evaluates to true
'Encrypting' it, we get.
Submitting this as the input, we get our flag.",0,0,1,0,Topic 0
